date,entity_name,location_address,location_coordinates
2017-11-30,Andrzej Duda,"Vietnam, Hanoi","[105.8544441, 21.0294498]"
2017-11-30,Andrzej Duda,"Vietnam, Ho Chi Minh City","[106.6983801, 10.7715512]"
2017-11-30,Emmanuel Macron,"Côte d'Ivoire, Abidjan","[-4.016107, 5.320357]"
2017-11-30,Emmanuel Macron,"Ghana, Accra","[-0.2012376, 5.5571096]"
2017-12-01,Paolo Gentiloni,"Portugal, Lisboa","[-9.1365919, 38.7077507]"
2017-12-01,Jackie Evancho,"United States, Greensburg","[-79.5389289, 40.3014581]"
2017-12-01,Lady Gaga,"United States, Tampa","[-82.458444, 27.9477595]"
2017-12-01,Taylor Swift,"Los Angeles, Inglewood","[-118.353132, 33.9562003]"
2017-12-01,Shawn Mendes,"Sydney, Qudos Bank Arena","[151.06223846567826, -33.844289]"
2017-12-02,The Weeknd,"Australia, Sydney","[151.2164539, -33.8548157]"
2017-12-02,Harry Styles,"New Zealand, Auckland","[174.7631803, -36.852095]"
2017-12-02,Jackie Evancho,"United States, Glenside","[-75.1521195, 40.1023326]"
2017-12-02,Donald Trump,"United States, New York","[-74.0060152, 40.7127281]"
2017-12-02,Donald Trump,"United States, Washington D.C","[-77.0365427, 38.8950368]"
2017-12-02,Taylor Swift,"United States, San Jose","[-121.890583, 37.3361905]"
2017-12-03,The Weeknd,"Australia, Sydney","[151.2164539, -33.8548157]"
2017-12-03,Justin Trudeau,"China, Beijing","[116.3912757, 39.906217]"
2017-12-03,Justin Trudeau,"China, Guangzhou","[113.2592945, 23.1301964]"
2017-12-03,Jackie Evancho,"United States, Baltimore","[-76.610759, 39.2908816]"
2017-12-03,Lady Gaga,"United States, Houston","[-95.3676974, 29.7589382]"
2017-12-03,Shawn Mendes,"Melbourne, Rod Laver Arena","[144.978459, -37.822987]"
2017-12-04,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-04,Justin Trudeau,"China, Beijing","[116.3912757, 39.906217]"
2017-12-04,Justin Trudeau,"China, Guangzhou","[113.2592945, 23.1301964]"
2017-12-04,Donald Trump,"Utah, Salt Lake City","[-111.8867975, 40.7596198]"
2017-12-04,Rex Tillerson,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-05,Justin Trudeau,"China, Beijing","[116.3912757, 39.906217]"
2017-12-05,Justin Trudeau,"China, Guangzhou","[113.2592945, 23.1301964]"
2017-12-05,Lady Gaga,"United States, Austin","[-97.7436995, 30.2711286]"
2017-12-05,Rex Tillerson,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-06,The Weeknd,"Australia, Brisbane","[153.0234991, -27.4689682]"
2017-12-06,Justin Trudeau,"China, Beijing","[116.3912757, 39.906217]"
2017-12-06,Justin Trudeau,"China, Guangzhou","[113.2592945, 23.1301964]"
2017-12-06,Ilir Meta,"France, Marseille","[5.3699525, 43.2961743]"
2017-12-06,Emmanuel Macron,"Algeria, Algiers","[3.0601882, 36.7753606]"
2017-12-06,Rex Tillerson,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-06,Shawn Mendes,"Perth, Perth Arena","[115.85199743653067, -31.94823935]"
2017-12-07,Justin Trudeau,"China, Beijing","[116.3912757, 39.906217]"
2017-12-07,Justin Trudeau,"China, Guangzhou","[113.2592945, 23.1301964]"
2017-12-07,Ilir Meta,"France, Marseille","[5.3699525, 43.2961743]"
2017-12-07,Harry Styles,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-12-07,Emmanuel Macron,"Qatar, Doha","[51.5264162, 25.2856329]"
2017-12-07,Rex Tillerson,"Austria, Vienna","[16.3725042, 48.2083537]"
2017-12-07,Taylor Swift,"United States, Chicago","[-87.6244212, 41.8755616]"
2017-12-08,The Weeknd,"Australia, Melbourne","[144.9631608, -37.8142176]"
2017-12-08,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-08,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-08,Donald Trump,"Florida, Pensacola","[-87.2169149, 30.421309]"
2017-12-08,Harry Styles,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-12-08,Lady Gaga,"United States, Dallas","[-96.7968559, 32.7762719]"
2017-12-08,Rex Tillerson,"France, Paris","[2.3200410217200766, 48.8588897]"
2017-12-08,Taylor Swift,"United States, New York City","[-74.0060152, 40.7127281]"
2017-12-09,The Weeknd,"Australia, Melbourne","[144.9631608, -37.8142176]"
2017-12-09,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-09,Donald Trump,"Florida, Pensacola","[-87.2169149, 30.421309]"
2017-12-09,Donald Trump,"Mississippi, Jackson","[-90.1847691, 32.2990021]"
2017-12-09,Lady Gaga,"United States, Oklahoma City","[-97.5170536, 35.4729886]"
2017-12-09,Shawn Mendes,Singapore,"[103.8194992, 1.357107]"
2017-12-10,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-10,Donald Trump,"Florida, Pensacola","[-87.2169149, 30.421309]"
2017-12-10,Taylor Swift,"England, London","[-0.1276474, 51.5073219]"
2017-12-11,The Weeknd,"Australia, Adelaide","[138.5999312, -34.9281805]"
2017-12-11,Vladimir Putin,"Egypt, Cairo","[31.2357257, 30.0443879]"
2017-12-11,Vladimir Putin,"Syria, Khmeimim Air Base","[35.95470991984497, 35.4119739]"
2017-12-11,Vladimir Putin,"Turkey, Ankara","[32.8540482, 39.9207886]"
2017-12-11,Shawn Mendes,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2017-12-12,Theresa May,"France, Paris","[2.3200410217200766, 48.8588897]"
2017-12-12,Lady Gaga,"United States, Denver","[-104.9848623, 39.7392364]"
2017-12-13,Moon Jae-in,"China, Beijing","[116.3912757, 39.906217]"
2017-12-13,Angela Merkel,"France, Paris","[2.3200410217200766, 48.8588897]"
2017-12-13,Paolo Gentiloni,"France, Paris","[2.3200410217200766, 48.8588897]"
2017-12-13,Hassan Rouhani,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2017-12-13,Andrzej Duda,"Ukraine, Kharkiv","[36.2310146, 49.9923181]"
2017-12-13,Shawn Mendes,Hong Kong,"[114.1628131, 22.2793278]"
2017-12-14,The Weeknd,"Australia, Perth","[115.8604796, -31.9527121]"
2017-12-14,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-14,Moon Jae-in,"China, Beijing","[116.3912757, 39.906217]"
2017-12-14,Lady Gaga,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2017-12-14,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-15,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-15,Moon Jae-in,"China, Beijing","[116.3912757, 39.906217]"
2017-12-15,Donald Trump,"Virginia, Stafford","[-77.4084067, 38.4222681]"
2017-12-15,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2017-12-16,Moon Jae-in,"China, Beijing","[116.3912757, 39.906217]"
2017-12-16,Lady Gaga,"United States, Las Vegas","[-115.148516, 36.1672559]"
2017-12-18,Lady Gaga,"United States, Inglewood","[-118.353132, 33.9562003]"
2017-12-18,Miley Cyrus,"United States, Universal City","[-118.3584459, 34.1419417]"
2017-12-18,Shawn Mendes,"Japan, Tokyo","[139.7594549, 35.6828387]"
2017-12-19,Rex Tillerson,"Canada, Ottawa","[-75.6900574, 45.4211435]"
2017-12-21,Andrzej Duda,"Kuwait, Kuwait City","[47.9735629, 29.3797091]"
2017-12-21,Donald Trump,"Maryland, Bethesda","[-77.12335871396549, 38.98127255]"
2017-12-21,Theresa May,"Poland, Warsaw","[21.0067249, 52.2319581]"
2017-12-22,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-22,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-22,Emmanuel Macron,"Niger, Niamey","[2.109823, 13.524834]"
2017-12-23,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-23,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-23,Emmanuel Macron,"Niger, Niamey","[2.109823, 13.524834]"
2017-12-24,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-24,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-25,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-25,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-26,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-26,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-27,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-27,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-27,Brockhampton,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-12-28,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-28,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-28,Brockhampton,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-12-29,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-29,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-29,Brockhampton,"United States, Los Angeles","[-118.242766, 34.0536909]"
2017-12-30,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-30,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2017-12-30,Brockhampton,"United States, Santa Ana","[-117.8732213, 33.7494951]"
2017-12-31,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2017-12-31,Donald Trump,"Florida, West Palm Beach","[-80.0532942, 26.715364]"
2018-01-01,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-01-05,Lana Del Rey,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-01-07,Lana Del Rey,"United States, Denver","[-104.9848623, 39.7392364]"
2018-01-08,Donald Trump,"Georgia, Atlanta","[-84.3902644, 33.7489924]"
2018-01-08,Donald Trump,"Tennessee, Nashville","[-86.7742984, 36.1622767]"
2018-01-08,Emmanuel Macron,"China, Beijing","[116.3912757, 39.906217]"
2018-01-08,Emmanuel Macron,"China, Xi'an","[109.11150598002203, 34.220444]"
2018-01-09,Emmanuel Macron,"China, Beijing","[116.3912757, 39.906217]"
2018-01-09,Emmanuel Macron,"China, Xi'an","[109.11150598002203, 34.220444]"
2018-01-10,Emmanuel Macron,"China, Beijing","[116.3912757, 39.906217]"
2018-01-10,Emmanuel Macron,"China, Xi'an","[109.11150598002203, 34.220444]"
2018-01-10,Emmanuel Macron,"Italy, Rome","[12.4829321, 41.8933203]"
2018-01-11,Lana Del Rey,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-01-12,Ilir Meta,"Croatia, Zagreb","[15.9771774, 45.8131847]"
2018-01-12,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-01-12,Donald Trump,"Maryland, Bethesda","[-77.12335871396549, 38.98127255]"
2018-01-13,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-01-13,Lana Del Rey,"United States, Boston","[-71.0582912, 42.3602534]"
2018-01-14,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-01-15,Lana Del Rey,"Canada, Toronto","[-79.3839347, 43.6534817]"
2018-01-15,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-01-15,Rex Tillerson,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-01-16,Brockhampton,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-01-16,Rex Tillerson,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-01-17,Lana Del Rey,"United States, Detroit","[-83.0466403, 42.3315509]"
2018-01-17,Brockhampton,"United States, Houston","[-95.3676974, 29.7589382]"
2018-01-17,Rex Tillerson,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-01-18,Donald Trump,"Pennsylvania, Coraopolis","[-80.1667247, 40.5184013]"
2018-01-18,Donald Trump,"Pennsylvania, Pittsburgh","[-79.9900861, 40.4416941]"
2018-01-18,Andrzej Duda,"United States, New York City","[-74.0060152, 40.7127281]"
2018-01-18,Emmanuel Macron,"United Kingdom, Camberley","[-0.7460981, 51.3392845]"
2018-01-18,Emmanuel Macron,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-01-19,Angela Merkel,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-01-19,Lana Del Rey,"United States, Newark","[-74.1723667, 40.735657]"
2018-01-19,Brockhampton,"United States, San Antonio","[-98.4951405, 29.4246002]"
2018-01-20,Angela Merkel,"Bulgaria, Sofia","[23.3221789, 42.6978634]"
2018-01-20,Brockhampton,"United States, Austin","[-97.7436995, 30.2711286]"
2018-01-21,Lana Del Rey,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-01-21,Rex Tillerson,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-01-22,Justin Trudeau,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-22,Brockhampton,"United States, New Orleans","[-90.0701156, 29.9499323]"
2018-01-22,Rex Tillerson,"United Kingdom, London","[-0.1276474, 51.5073219]"
2018-01-23,Justin Trudeau,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-23,Andrzej Duda,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-23,Paolo Gentiloni,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-23,Brockhampton,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-01-23,Lana Del Rey,"United States, Columbus","[-83.0007065, 39.9622601]"
2018-01-23,Rex Tillerson,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-01-24,Justin Trudeau,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-24,Andrzej Duda,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-24,Paolo Gentiloni,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-24,Brockhampton,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-01-24,Emmanuel Macron,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-24,Rex Tillerson,"France, Paris","[2.3200410217200766, 48.8588897]"
2018-01-24,Rex Tillerson,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-25,Theresa May,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-25,Justin Trudeau,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-25,Andrzej Duda,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-25,Donald Trump,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-25,Brockhampton,"United States, Fort Lauderdale","[-80.1433786, 26.1223084]"
2018-01-25,Brad Paisley,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-01-25,Lana Del Rey,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2018-01-25,Rex Tillerson,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-26,Andrzej Duda,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-26,Donald Trump,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-26,Brad Paisley,"United States, Fresno","[-119.7848307, 36.7394421]"
2018-01-26,Miley Cyrus,"United States, New York City","[-74.0060152, 40.7127281]"
2018-01-26,Brockhampton,"United States, Tampa","[-82.458444, 27.9477595]"
2018-01-26,Lana Del Rey,"United States, University Park","[-87.683377, 41.4400344]"
2018-01-26,Rex Tillerson,"Poland, Warsaw","[21.0067249, 52.2319581]"
2018-01-26,Rex Tillerson,"Switzerland, Davos","[9.8236892, 46.796198]"
2018-01-27,Brad Paisley,"United States, Glendale","[-118.2478471, 34.1469416]"
2018-01-27,Rex Tillerson,"Poland, Warsaw","[21.0067249, 52.2319581]"
2018-01-28,Miley Cyrus,"United States, New York City","[-74.0060152, 40.7127281]"
2018-01-28,Brockhampton,"United States, Silver Spring","[-77.02403709829767, 38.9997621]"
2018-01-29,Brockhampton,"United States, Raleigh","[-78.6390989, 35.7803977]"
2018-01-30,Lana Del Rey,"United States, Charlotte","[-80.8430827, 35.2272086]"
2018-01-30,Miley Cyrus,"United States, New York City","[-74.0060152, 40.7127281]"
2018-01-30,Brockhampton,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-01-31,Theresa May,"China, Beijing","[116.3912757, 39.906217]"
2018-01-31,Theresa May,"China, Shanghai","[121.4692071, 31.2322758]"
2018-01-31,Theresa May,"China, Wuhan","[114.2999353, 30.5951051]"
2018-01-31,Brockhampton,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2018-01-31,Emmanuel Macron,"Tunisia, Tunis","[9.400138, 33.8439408]"
2018-02-01,Theresa May,"China, Beijing","[116.3912757, 39.906217]"
2018-02-01,Theresa May,"China, Shanghai","[121.4692071, 31.2322758]"
2018-02-01,Theresa May,"China, Wuhan","[114.2999353, 30.5951051]"
2018-02-01,Brad Paisley,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2018-02-01,Lana Del Rey,"United States, Sunrise","[-80.2787573, 26.1666888]"
2018-02-01,Donald Trump,"West Virginia, White Sulphur Springs","[-80.2975734, 37.7965149]"
2018-02-01,Emmanuel Macron,"Tunisia, Tunis","[9.400138, 33.8439408]"
2018-02-01,Rex Tillerson,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2018-02-02,Theresa May,"China, Beijing","[116.3912757, 39.906217]"
2018-02-02,Theresa May,"China, Shanghai","[121.4692071, 31.2322758]"
2018-02-02,Theresa May,"China, Wuhan","[114.2999353, 30.5951051]"
2018-02-02,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-02,Brad Paisley,"United States, Boise","[-116.200886, 43.6166163]"
2018-02-02,Dua Lipa,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-02-02,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-02-02,Lana Del Rey,"United States, Orlando","[-81.3790304, 28.5421109]"
2018-02-02,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2018-02-02,Emmanuel Macron,"Senegal, Dakar","[-17.447938, 14.693425]"
2018-02-02,Emmanuel Macron,"Senegal, Saint-Louis","[-15.2954502, 16.1876131]"
2018-02-02,Rex Tillerson,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2018-02-03,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-03,Dua Lipa,"United States, Houston","[-95.3676974, 29.7589382]"
2018-02-03,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-02-03,Brad Paisley,"United States, Reno","[-119.8126581, 39.5261206]"
2018-02-03,Emmanuel Macron,"Senegal, Dakar","[-17.447938, 14.693425]"
2018-02-03,Emmanuel Macron,"Senegal, Saint-Louis","[-15.2954502, 16.1876131]"
2018-02-03,Rex Tillerson,"Argentina, Bariloche","[-71.3098425, -41.1334421]"
2018-02-03,Rex Tillerson,"Argentina, Buenos Aires","[-58.4370894, -34.6075682]"
2018-02-04,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-04,Brockhampton,"United States, New York","[-74.0060152, 40.7127281]"
2018-02-04,Rex Tillerson,"Argentina, Bariloche","[-71.3098425, -41.1334421]"
2018-02-04,Rex Tillerson,"Argentina, Buenos Aires","[-58.4370894, -34.6075682]"
2018-02-05,Donald Trump,"Ohio, Cincinnati","[-84.5124602, 39.1014537]"
2018-02-05,Lana Del Rey,"United States, Atlanta","[-84.3902644, 33.7489924]"
2018-02-05,Brockhampton,"United States, Boston","[-71.0582912, 42.3602534]"
2018-02-05,Dua Lipa,"United States, Denver","[-104.9848623, 39.7392364]"
2018-02-05,Rex Tillerson,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-02-06,Brockhampton,"Canada, Montreal","[-73.5698065, 45.5031824]"
2018-02-06,Lana Del Rey,"United States, Nashville","[-86.7742984, 36.1622767]"
2018-02-06,Dua Lipa,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2018-02-06,Rex Tillerson,"Colombia, Bogota","[-74.083652, 4.6533326]"
2018-02-06,Rex Tillerson,"Peru, Lima","[-77.0365256, -12.0621065]"
2018-02-07,Justin Trudeau,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-02-07,Justin Trudeau,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-07,Justin Trudeau,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-02-07,Justin Trudeau,"United States, Simi Valley","[-118.7538071, 34.2677404]"
2018-02-07,Rex Tillerson,"Jamaica, Kingston","[-76.7928128, 17.9712148]"
2018-02-08,Brockhampton,"Canada, Toronto","[-79.3839347, 43.6534817]"
2018-02-08,Andrzej Duda,"South Korea, Pyeongchang","[128.3903, 37.3705]"
2018-02-08,Andrzej Duda,"South Korea, Seoul","[126.9782914, 37.5666791]"
2018-02-08,Justin Trudeau,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-02-08,Lana Del Rey,"United States, Dallas","[-96.7968559, 32.7762719]"
2018-02-08,Dua Lipa,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-08,Justin Trudeau,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-08,Justin Trudeau,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-02-08,Justin Trudeau,"United States, Simi Valley","[-118.7538071, 34.2677404]"
2018-02-09,Andrzej Duda,"South Korea, Pyeongchang","[128.3903, 37.3705]"
2018-02-09,Andrzej Duda,"South Korea, Seoul","[126.9782914, 37.5666791]"
2018-02-09,Justin Trudeau,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-02-09,Justin Trudeau,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-09,Dua Lipa,"United States, Phoenix","[-112.0741417, 33.4484367]"
2018-02-09,Justin Trudeau,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-02-09,Justin Trudeau,"United States, Simi Valley","[-118.7538071, 34.2677404]"
2018-02-10,Andrzej Duda,"South Korea, Pyeongchang","[128.3903, 37.3705]"
2018-02-10,Andrzej Duda,"South Korea, Seoul","[126.9782914, 37.5666791]"
2018-02-10,Justin Trudeau,"United States, Chicago","[-87.6244212, 41.8755616]"
2018-02-10,Lana Del Rey,"United States, Houston","[-95.3676974, 29.7589382]"
2018-02-10,Brockhampton,"United States, Indianapolis","[-86.1583502, 39.7683331]"
2018-02-10,Justin Trudeau,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-10,Dua Lipa,"United States, San Diego","[-117.1627728, 32.7174202]"
2018-02-10,Justin Trudeau,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-02-10,Justin Trudeau,"United States, Simi Valley","[-118.7538071, 34.2677404]"
2018-02-11,Lana Del Rey,"United States, Austin","[-97.7436995, 30.2711286]"
2018-02-11,Brockhampton,"United States, Detroit","[-83.0466403, 42.3315509]"
2018-02-12,Brockhampton,"United States, Detroit","[-83.0466403, 42.3315509]"
2018-02-12,Dua Lipa,"United States, Los Angeles","[-118.242766, 34.0536909]"
2018-02-12,Rex Tillerson,"Egypt, Cairo","[31.2357257, 30.0443879]"
2018-02-12,Rex Tillerson,"Kuwait, Kuwait City","[47.9735629, 29.3797091]"
2018-02-13,Brockhampton,"United States, Grand Rapids","[-85.6678639, 42.9632405]"
2018-02-13,Lana Del Rey,"United States, Phoenix","[-112.0741417, 33.4484367]"
2018-02-13,Dua Lipa,"United States, San Francisco","[-122.419906, 37.7790262]"
2018-02-13,Rex Tillerson,"Kuwait, Kuwait City","[47.9735629, 29.3797091]"
2018-02-14,Rex Tillerson,"Jordan, Amman","[35.9239625, 31.9515694]"
2018-02-15,Hassan Rouhani,"India, Hyderabad","[78.4740613, 17.360589]"
2018-02-15,Hassan Rouhani,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-15,Andrzej Duda,"Lithuania, Vilnius","[25.2829111, 54.6870458]"
2018-02-15,Brad Paisley,"United States, Bloomington","[-86.5342881, 39.1670396]"
2018-02-15,Brockhampton,"United States, Minneapolis","[-93.2654692, 44.9772995]"
2018-02-15,Dua Lipa,"United States, Portland","[-122.6741949, 45.5202471]"
2018-02-15,Lana Del Rey,"United States, San Diego","[-117.1627728, 32.7174202]"
2018-02-15,Rex Tillerson,"Lebanon, Beirut","[35.47843, 33.8959203]"
2018-02-15,Rex Tillerson,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-02-16,Dua Lipa,"Canada, Vancouver","[-123.113952, 49.2608724]"
2018-02-16,Donald Trump,"Florida, Fort Lauderdale","[-80.1433786, 26.1223084]"
2018-02-16,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-16,Donald Trump,"Florida, Parkland","[-80.27393698018462, 26.32540565]"
2018-02-16,Paolo Gentiloni,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-02-16,Theresa May,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-02-16,Theresa May,"Germany, Munich","[11.5753822, 48.1371079]"
2018-02-16,Hassan Rouhani,"India, Hyderabad","[78.4740613, 17.360589]"
2018-02-16,Hassan Rouhani,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-16,Andrzej Duda,"Lithuania, Vilnius","[25.2829111, 54.6870458]"
2018-02-16,Brad Paisley,"United States, Kansas City","[-94.5781416, 39.100105]"
2018-02-16,Lana Del Rey,"United States, Las Vegas","[-115.148516, 36.1672559]"
2018-02-16,Brockhampton,"United States, Milwaukee","[-87.922497, 43.0349931]"
2018-02-16,Rex Tillerson,"Turkey, Ankara","[32.8540482, 39.9207886]"
2018-02-17,Donald Trump,"Florida, Fort Lauderdale","[-80.1433786, 26.1223084]"
2018-02-17,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-17,Donald Trump,"Florida, Parkland","[-80.27393698018462, 26.32540565]"
2018-02-17,Theresa May,"Germany, Berlin","[13.3888599, 52.5170365]"
2018-02-17,Theresa May,"Germany, Munich","[11.5753822, 48.1371079]"
2018-02-17,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-17,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-17,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
2018-02-17,Hassan Rouhani,"India, Hyderabad","[78.4740613, 17.360589]"
2018-02-17,Justin Trudeau,"India, Mumbai","[72.8773928, 19.0759899]"
2018-02-17,Justin Trudeau,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-17,Hassan Rouhani,"India, New Delhi","[77.2090057, 28.6138954]"
2018-02-17,Andrzej Duda,"Lithuania, Vilnius","[25.2829111, 54.6870458]"
2018-02-17,Brad Paisley,"United States, Cedar Falls","[-92.4453179, 42.5274123]"
2018-02-17,Dua Lipa,"United States, Seattle","[-122.3300624, 47.6038321]"
2018-02-18,Donald Trump,"Florida, Fort Lauderdale","[-80.1433786, 26.1223084]"
2018-02-18,Donald Trump,"Florida, Mar-a-Lago","[-80.03692684200223, 26.677084]"
2018-02-18,Donald Trump,"Florida, Parkland","[-80.27393698018462, 26.32540565]"
2018-02-18,Justin Trudeau,"India, Agra","[78.0098161, 27.1752554]"
2018-02-18,Justin Trudeau,"India, Ahmedabad","[72.5797068, 23.0216238]"
2018-02-18,Justin Trudeau,"India, Amritsar","[74.8736788, 31.6343083]"
